id,start,player,team,dob,position,tour,place,prize,pool,end,age,exp,weight,crt,age2,age3,exp2,exp3,const
2,2014-11-09,7ckngmad,Denial eSports,1992-05-11,4,Battle of Central Europe Season 3,3,3000.0,48000.0,2014-12-19,8217,6,0.6649382215796571,1156.500068645762,67519089,554804354313,36,216,1
2,2015-01-21,7ckngmad,Alliance,1992-05-11,4,Dota Pit League Season 3,5,10615.0,329068.0,2015-07-12,8290,7,0.7836925984237137,1086.8993483066563,68724100,569722789000,49,343,1
2,2015-03-09,7ckngmad,Alliance,1992-05-11,4,StarLadder StarSeries Season 12,5,6000.0,150000.0,2015-04-26,8337,8,0.7352282742984712,1141.642168924469,69505569,579467928753,64,512,1
2,2015-03-28,7ckngmad,Alliance,1992-05-11,4,ASUS ROG DreamLeague Season 3,4,12458.0,150581.0,2015-06-15,8356,9,0.7354667530726456,929.6730780810759,69822736,583438782016,81,729,1
2,2015-04-06,7ckngmad,Alliance,1992-05-11,4,i-League Season 3,5,14935.0,356311.0,2015-05-23,8365,10,0.7885992768912532,823.5717739277231,69973225,585326027125,100,1000,1
2,2015-04-20,7ckngmad,Alliance,1992-05-11,4,joinDOTA MLG Pro League Season 2,2,41812.0,183971.0,2015-06-07,8379,11,0.7478215509497563,777.1897236722326,70207641,588269823939,121,1331,1
2,2015-05-03,7ckngmad,Alliance,1992-05-11,4,RoG Play It Cool Dota 2 Invitational,2,7500.0,30000.0,2015-05-03,8392,12,0.6359443775597338,813.8967713600155,70425664,591012172288,144,1728,1
2,2015-06-20,7ckngmad,Alliance,1992-05-11,4,ESL One Frankfurt 2015,5,14810.0,296202.0,2015-06-21,8440,13,0.7772015584218886,767.5140408014554,71233600,601211584000,169,2197,1
3,2016-11-16,9pasha,Virtus.pro,1992-06-30,3,The Summit 6,1,42500.0,100000.0,2016-11-20,8905,0,0.6999346815311969,1385.111254381599,79299025,706157817625,0,0,1
3,2016-12-03,9pasha,Virtus.pro,1992-06-30,3,The Boston Major 2016,5,125000.0,3000000.0,2016-12-10,8922,1,0.9067123605322307,1306.0095191064615,79602084,710209793448,1,1,1
3,2017-04-24,9pasha,Virtus.pro,1992-06-30,3,The Kiev Major 2017,2,500000.0,3000000.0,2017-04-30,9064,2,0.9067123605322307,1362.689189935431,82156096,744662854144,4,8,1
3,2017-05-02,9pasha,Virtus.pro,1992-06-30,3,Mr. Cat Invitational Europe,1,25000.0,70000.0,2017-05-18,9072,3,0.6782504307249609,1297.2194234485492,82301184,746636341248,9,27,1
3,2017-06-04,9pasha,Virtus.pro,1992-06-30,3,EPICENTER 2017,5,20000.0,500000.0,2017-06-11,9105,4,0.797781351008155,1281.0916638825793,82901025,754813832625,16,64,1
3,2017-06-14,9pasha,Virtus.pro,1992-06-30,3,DOTA Summit 7,1,42500.0,95000.0,2017-06-18,9115,5,0.6968162772836343,1367.4744535841635,83083225,757303595875,25,125,1
4,2015-11-13,accel,Team Unknown,1995-10-20,5,Frankfurt Major 2015,9,45000.0,3000000.0,2015-11-21,7329,0,0.8939484827604671,962.5348871675559,53714241,393671672289,0,0,1
4,2017-06-15,accel,Infamous,1995-10-20,5,Galaxy Battles,7,4500.0,150000.0,2017-06-18,7909,1,0.72458515739671,949.1206124032398,62552281,494725990429,1,1,1
4,2017-07-07,accel,Infamous,1995-10-20,5,The Final Match Season 1,7,1250.0,50000.0,2017-07-09,7931,2,0.6577944147019157,947.8635525427112,62900761,498865935491,4,8,1
5,2013-02-11,ace,3DMAX,1994-01-19,1,StarLadder StarSeries Season 5,4,1000.0,23000.0,2013-04-07,6963,0,0.6979659768454697,926.2204212726434,48483369,337589698347,0,0,1
5,2013-12-04,ace,Mousesports,1994-01-19,3,Netolic Pro League #4 West,3,1000.0,15000.0,2013-12-12,7259,1,0.6417092132659893,904.9351390381044,52693081,382499074979,1,1,1
5,2017-05-30,ace,Danish Bears,1994-01-19,1,ZOTAC Cup Masters,5,5000.0,100000.0,2017-06-03,8532,2,0.6999346815311969,901.8076593426871,72795024,621087144768,4,8,1
6,2013-02-10,admiralbulldog,Alliance,1990-12-19,3,The Premier League Season 4,1,5000.0,20000.0,2013-04-28,8089,0,0.6882530765849391,1336.0231950425346,65431921,529278808969,0,0,1
6,2013-03-14,admiralbulldog,Alliance,1990-12-19,3,DreamHack Dota 2 Invitational,1,2500.0,10000.0,2013-04-18,8121,1,0.640082098733365,1212.2994680336828,65950641,535585155561,1,1,1
6,2013-03-16,admiralbulldog,Alliance,1990-12-19,3,G-1 Champions League Season 5,1,40723.0,65157.0,2013-05-26,8123,2,0.7703325778322682,1254.5500503926307,65983129,535980956867,4,8,1
6,2013-03-18,admiralbulldog,Alliance,1990-12-19,3,RaidCall EMS One Spring Season,5,2000.0,28000.0,2013-04-21,8125,3,0.7116365615251168,1110.9405347721079,66015625,536376953125,9,27,1
6,2013-05-19,admiralbulldog,Alliance,1990-12-19,3,StarLadder StarSeries Season 6,1,12000.0,39000.0,2013-07-07,8187,4,0.7346645672714983,1127.5456465149123,67026969,548749795203,16,64,1
6,2013-05-20,admiralbulldog,Alliance,1990-12-19,3,The Premier League Season 5,1,9000.0,15000.0,2013-07-21,8188,5,0.6682603143996052,964.9682973353235,67043344,548950900672,25,125,1
6,2013-05-21,admiralbulldog,Alliance,1990-12-19,2,The Defense Season 4,4,2000.0,53000.0,2013-07-24,8189,7,0.7559811034023665,896.7902327932559,67059721,549152055269,49,343,1
6,2013-06-15,admiralbulldog,Alliance,1990-12-19,3,DreamHack Summer 2013,1,21664.0,58798.0,2013-06-17,8214,8,0.7631958982807595,952.714269994211,67469796,554196904344,64,512,1
6,2013-08-02,admiralbulldog,Alliance,1990-12-19,3,The International 2013,1,1437190.0,3219309.0,2013-08-11,8262,9,1.0,1107.2915931233654,68260644,563969440728,81,729,1
6,2013-08-31,admiralbulldog,Alliance,1990-12-19,3,StarLadder StarSeries Season 7,2,6000.0,27000.0,2013-10-13,8291,10,0.6809350606569111,1020.1407699705426,68740681,569928986171,100,1000,1
6,2013-09-02,admiralbulldog,Alliance,1990-12-19,3,RaidCall EMS One Fall Season,3,4000.0,35000.0,2013-12-08,8293,11,0.6982534980393392,924.0563439862343,68773849,570341529757,121,1331,1
6,2013-09-11,admiralbulldog,Alliance,1990-12-19,3,WePlay Dota2 League Season 2,2,6000.0,41000.0,2013-11-10,8302,12,0.7088125512685809,954.7744601179022,68923204,572200439608,144,1728,1
6,2013-10-17,admiralbulldog,Alliance,1990-12-19,3,Dota 2 Champions League Season 1,1,25000.0,68000.0,2014-01-15,8338,13,0.7425760837359738,914.5483218503118,69522244,579676470472,169,2197,1
6,2013-10-21,admiralbulldog,Alliance,1990-12-19,3,Fragbite Masters 2013,1,15205.0,34969.0,2013-12-14,8342,14,0.6981943638488097,912.4040137489872,69588964,580511137688,196,2744,1
6,2013-11-04,admiralbulldog,Alliance,1990-12-19,3,ASUS ROG DreamLeague Kick-Off Season,3,7500.0,55000.0,2013-11-30,8356,15,0.7284166516894216,735.4183834668875,69822736,583438782016,225,3375,1
6,2013-11-22,admiralbulldog,Alliance,1990-12-19,3,MLG Championship Columbus,5,2739.0,136959.0,2013-11-24,8374,16,0.7893020753508921,632.9804615384323,70123876,587217337624,256,4096,1
6,2013-11-25,admiralbulldog,Alliance,1990-12-19,3,StarLadder StarSeries Season 8,2,31000.0,130200.0,2014-01-19,8377,17,0.7859246331689069,631.8440537306367,70174129,587848678633,289,4913,1
6,2014-01-07,admiralbulldog,Alliance,1990-12-19,3,Dota 2 League Season 4,4,2500.0,50000.0,2014-01-08,8420,18,0.7220561423566209,624.3373963379115,70896400,596947688000,324,5832,1
6,2014-02-09,admiralbulldog,Alliance,1990-12-19,3,Dota 2 Champions League Season 2,4,12300.0,197100.0,2014-04-15,8453,19,0.8135955316562243,481.9844321693066,71453209,603993975677,361,6859,1
6,2014-02-18,admiralbulldog,Alliance,1990-12-19,3,XMG Captains Draft Invitational,3,4825.0,43425.0,2014-04-01,8462,20,0.7126473515968931,462.84623399528095,71605444,605925267128,400,8000,1
6,2014-03-03,admiralbulldog,Alliance,1990-12-19,3,ASUS ROG DreamLeague Season 1,1,74000.0,220000.0,2014-06-16,8475,21,0.8209307801908562,405.8685446051189,71825625,608722171875,441,9261,1
6,2014-03-05,admiralbulldog,Alliance,1990-12-19,3,StarLadder StarSeries Season 9,5,7500.0,53000.0,2014-04-20,8477,22,0.7259447084541306,354.1657076995632,71859529,609153227333,484,10648,1
6,2014-03-29,admiralbulldog,Alliance,1990-12-19,3,WPC 2014,4,8003.0,244886.0,2014-06-02,8501,23,0.8280824356885808,284.65639750006324,72267001,614341775501,529,12167,1
6,2014-04-25,admiralbulldog,Alliance,1990-12-19,3,Dota 2 Champions League Season 3,3,10175.0,81404.0,2014-06-25,8528,24,0.754582795865543,503.7584137669759,72726784,620214013952,576,13824,1
6,2014-06-28,admiralbulldog,Alliance,1990-12-19,3,ESL One Frankfurt 2014,3,21090.0,210900.0,2014-06-29,8592,25,0.8181116698405347,423.5155619202958,73822464,634282610688,625,15625,1
6,2014-07-08,admiralbulldog,Alliance,1990-12-19,3,The International 2014,11,38234.0,10967674.0,2014-07-21,8602,26,1.0,199.4176435695506,73994404,636499863208,676,17576,1
6,2014-08-15,admiralbulldog,Alliance,1990-12-19,3,StarLadder StarSeries Season 10,4,18718.0,233980.0,2014-10-26,8640,27,0.7626550266152107,432.78912589888967,74649600,644972544000,729,19683,1
6,2014-09-18,admiralbulldog,Alliance,1990-12-19,3,NVIDIA Game 24,3,2000.0,15000.0,2014-09-19,8674,28,0.5931851306401801,583.246686458642,75238276,652616806024,784,21952,1
6,2014-10-02,admiralbulldog,Alliance,1990-12-19,3,World Cyber Arena 2014,3,40360.0,468177.0,2014-10-05,8688,29,0.8054428728024902,358.41044620097887,75481344,655781916672,841,24389,1
6,2014-10-09,admiralbulldog,Alliance,1990-12-19,3,ESL One New York 2014,5,7051.0,141012.0,2014-10-10,8695,30,0.7314165200131894,463.8681249721843,75603025,657368302375,900,27000,1
6,2015-01-21,admiralbulldog,Alliance,1990-12-19,3,Dota Pit League Season 3,5,10615.0,329068.0,2015-07-12,8799,31,0.7836925984237137,323.90411807521673,77422401,681239706399,961,29791,1
6,2015-03-28,admiralbulldog,Alliance,1990-12-19,3,ASUS ROG DreamLeague Season 3,4,12458.0,150581.0,2015-06-15,8865,32,0.7354667530726456,160.4940907700461,78588225,696684614625,1024,32768,1
6,2015-04-06,admiralbulldog,Alliance,1990-12-19,3,i-League Season 3,5,14935.0,356311.0,2015-05-23,8874,33,0.7885992768912532,-7.755746170461862,78747876,698808651624,1089,35937,1
6,2015-04-20,admiralbulldog,Alliance,1990-12-19,3,joinDOTA MLG Pro League Season 2,2,41812.0,183971.0,2015-06-07,8888,34,0.7478215509497563,-6.440535774215505,78996544,702121283072,1156,39304,1
6,2015-05-03,admiralbulldog,Alliance,1990-12-19,3,RoG Play It Cool Dota 2 Invitational,2,7500.0,30000.0,2015-05-03,8901,35,0.6359443775597338,161.12801968423798,79227801,705206656701,1225,42875,1
6,2015-06-20,admiralbulldog,Alliance,1990-12-19,3,ESL One Frankfurt 2015,5,14810.0,296202.0,2015-06-21,8949,36,0.7772015584218886,-50.481692491149715,80084601,716677094349,1296,46656,1
6,2015-09-21,admiralbulldog,Alliance,1990-12-19,3,World Cyber Arena 2015 - European Pro Qualifiers,4,3000.0,97500.0,2015-09-24,9042,37,0.6885640906349999,82.80898164303903,81757764,739253702088,1369,50653,1
6,2015-09-29,admiralbulldog,Alliance,1990-12-19,3,ASUS ROG DreamLeague Season 4,4,15000.0,130000.0,2015-11-28,9050,38,0.7058076761163765,23.524693287365153,81902500,741217625000,1444,54872,1
6,2015-11-13,admiralbulldog,Alliance,1990-12-19,3,Frankfurt Major 2015,9,45000.0,3000000.0,2015-11-21,9095,39,0.8939484827604671,-436.717114352256,82719025,752329532375,1521,59319,1
6,2016-01-13,admiralbulldog,Alliance,1990-12-19,3,SL i-League StarSeries Season 1,1,120891.0,302286.0,2016-01-17,9156,40,0.7563871654664464,-59.14861101315387,83832336,767568868416,1600,64000,1
6,2016-01-19,admiralbulldog,Alliance,1990-12-19,3,Captains Draft 3.0,3,18623.0,124153.0,2016-02-17,9162,41,0.7030492633023712,-54.23618789697571,83942244,769078839528,1681,68921,1
6,2016-02-25,admiralbulldog,Alliance,1990-12-19,3,The Shanghai Major 2016,7,105000.0,3000000.0,2016-03-06,9199,42,0.8939484827604671,-384.01694884709855,84621601,778434107599,1764,74088,1
6,2016-04-14,admiralbulldog,Alliance,1990-12-19,3,StarLadder i-League Invitational #1,5,5000.0,99500.0,2016-04-17,9248,43,0.6897811827873919,-98.39038221662827,85525504,790939860992,1849,79507,1
6,2016-05-09,admiralbulldog,Alliance,1990-12-19,3,EPICENTER 2016,5,20000.0,400000.0,2016-05-15,9273,44,0.773175741604593,-213.4820985992999,85988529,797371629417,1936,85184,1
6,2016-06-03,admiralbulldog,Alliance,1990-12-19,3,The Manila Major 2016,9,45000.0,3000000.0,2016-06-12,9298,45,0.8939484827604671,-323.6277101655987,86452804,803838171592,2025,91125,1
6,2016-06-17,admiralbulldog,Alliance,1990-12-19,3,ESL One Frankfurt 2016,5,12582.0,314546.0,2016-06-19,9312,46,0.7587701737060174,-141.50796139362888,86713344,807474659328,2116,97336,1
6,2016-07-03,admiralbulldog,Alliance,1990-12-19,3,Global Grand Masters,3,7500.0,70000.0,2016-07-26,9328,47,0.6687026336801101,-75.29941108508024,87011584,811644055552,2209,103823,1
6,2016-08-23,admiralbulldog,Alliance,1990-12-19,3,World Cyber Arena 2016 EU Main Qualifier,5,1357.0,54280.0,2016-09-01,9379,48,0.6627877255733546,-86.62118427421387,87965641,825029746939,2304,110592,1
7,2017-05-02,afoninje,Effect,1996-09-27,2,Mr. Cat Invitational Europe,4,5000.0,70000.0,2017-05-18,7522,0,0.6782504307249609,938.8295486560861,56580484,425598400648,0,0,1
8,2016-01-13,afterlife,Team Spirit,1997-03-13,3,SL i-League StarSeries Season 1,7,5047.0,302286.0,2016-01-17,6880,0,0.7563871654664464,1177.0231945085552,47334400,325660672000,0,0,1
8,2016-01-27,afterlife,Team Spirit,1997-03-13,3,MarsTV Dota 2 League 2015 Winter,9,2776.0,274886.0,2016-01-31,6894,1,0.7506918648664372,1176.8075549249136,47527236,327652764984,1,1,1
8,2016-02-25,afterlife,Team Spirit,1997-03-13,3,The Shanghai Major 2016,13,30000.0,3000000.0,2016-03-06,6923,2,0.8939484827604671,1112.2949604153855,47927929,331805052467,4,8,1
8,2016-04-22,afterlife,Team Empire,1997-03-13,3,ESL One Manila 2016,3,25000.0,250000.0,2016-04-24,6980,3,0.745003851405163,1139.1923547487352,48720400,340068392000,9,27,1
8,2016-04-28,afterlife,Team Empire,1997-03-13,3,WePlay Dota2 League Season 3,4,12494.0,208240.0,2016-05-01,6986,4,0.7340486876716169,1187.091584822583,48804196,340946113256,16,64,1
8,2016-06-03,afterlife,Team Empire,1997-03-13,3,The Manila Major 2016,9,45000.0,3000000.0,2016-06-12,7022,5,0.8939484827604671,1141.2455509928545,49308484,346244174648,25,125,1
8,2016-07-03,afterlife,Team Empire,1997-03-13,3,Global Grand Masters,1,25000.0,70000.0,2016-07-26,7052,6,0.6687026336801101,1242.3574900085598,49730704,350700924608,36,216,1
8,2016-07-06,afterlife,Team Empire,1997-03-13,3,Nanyang Dota 2 Championships Season 2,5,7551.0,216373.0,2016-07-10,7055,7,0.7363451291143976,1236.6616188516946,49773025,351148691375,49,343,1
8,2016-08-23,afterlife,Team Empire,1997-03-13,1,World Cyber Arena 2016 EU Main Qualifier,4,1357.0,54280.0,2016-09-01,7103,8,0.6627877255733546,1188.4004185463978,50452609,358364881727,64,512,1
8,2017-05-02,afterlife,Vega Squadron,1997-03-13,3,Mr. Cat Invitational Europe,4,5000.0,70000.0,2017-05-18,7355,9,0.6782504307249609,1172.9529669252004,54096025,397876263875,81,729,1
8,2017-05-18,afterlife,Vega Squadron,1997-03-13,3,StarLadder i-League Invitational #2,5,5000.0,100000.0,2017-05-21,7371,10,0.6999346815311969,1091.239303205954,54331641,400478525811,100,1000,1
8,2017-07-21,afterlife,Vega Squadron,1997-03-13,3,DreamLeague Season 7,4,20000.0,175000.0,2017-07-22,7435,11,0.733956833372638,1084.2599689176839,55279225,411001037875,121,1331,1
9,2014-09-12,agressif,CDEC Gaming,1991-11-11,1,ECL 2014 Autumn,3,1610.0,32261.0,2014-12-30,8341,0,0.6404267720289338,1124.7734099751315,69572281,580302395821,0,0,1
9,2014-10-25,agressif,CDEC Gaming,1991-11-11,1,G-League 2014,2,8033.0,49807.0,2014-12-27,8384,1,0.6672178928020176,1165.1728860873634,70291456,589323567104,1,1,1
9,2014-11-01,agressif,CDEC Gaming,1991-11-11,1,MSI Beat IT 2014,3,8254.0,76801.0,2014-11-02,8391,2,0.6939328688307247,1193.9734158430929,70408881,590800920471,4,8,1
9,2014-12-06,agressif,CDEC Gaming,1991-11-11,1,National Electronic Sports Open 2014,2,12933.0,66282.0,2014-12-07,8426,3,0.6848461884681244,1191.0213290053975,70997476,598224732776,9,27,1
9,2015-01-05,agressif,CDEC Gaming,1991-11-11,1,Dota 2 League Season 5,4,3550.0,55039.0,2015-01-06,8456,4,0.6733797457872234,1166.299034765549,71503936,604637282816,16,64,1
9,2015-01-29,agressif,CDEC Gaming,1991-11-11,1,Dota 2 Asia Championships 2015,13,30575.0,3057521.0,2015-02-09,8480,5,0.9212022642627935,1109.6382345689126,71910400,609800192000,25,125,1
9,2015-05-09,agressif,CDEC Gaming,1991-11-11,1,G-League 2015,2,8055.0,43497.0,2015-07-10,8580,6,0.6588613413533393,1143.0986226056352,73616400,631628712000,36,216,1
9,2015-06-03,agressif,CDEC Gaming,1991-11-11,1,MarsTV Dota 2 League 2015 Spring,5,12091.0,278089.0,2015-06-07,8605,7,0.7733089830813087,1105.6310949027545,74046025,637166045125,49,343,1
9,2015-07-27,agressif,CDEC Gaming,1991-11-11,1,The International 2015,2,2856590.0,17600281.0,2015-08-08,8659,8,1.0,1337.9594722149598,74978281,649236935179,64,512,1
9,2015-10-03,agressif,CDEC Gaming,1991-11-11,1,ESL One New York 2015,3,28662.0,286621.0,2015-10-04,8727,9,0.7531976044392572,1193.6092950101138,76160529,664652936583,81,729,1
9,2015-10-16,agressif,CDEC Gaming,1991-11-11,1,MLG World Finals 2015,3,34194.0,250759.0,2015-10-18,8740,10,0.7451855527393525,1265.5622326470798,76387600,667627624000,100,1000,1
9,2015-11-13,agressif,CDEC Gaming,1991-11-11,1,Frankfurt Major 2015,5,202500.0,3000000.0,2015-11-21,8768,12,0.8939484827604671,1322.5320512795665,76877824,674064760832,144,1728,1
9,2015-12-17,agressif,CDEC Gaming,1991-11-11,1,World Cyber Arena 2015,4,46275.0,493600.0,2015-12-20,8802,13,0.7857787245122977,1275.5200273925138,77475204,681936745608,169,2197,1
9,2015-12-25,agressif,CDEC Gaming,1991-11-11,1,Dota 2 Radiant & Dire Cup 2015,5,7741.0,154823.0,2015-12-27,8810,14,0.7162820285958463,1176.8581802882695,77616100,683797841000,196,2744,1
9,2016-01-01,agressif,CDEC Gaming,1991-11-11,1,Shanghai Dota 2 Open #1,3,7684.0,92208.0,2016-01-03,8817,15,0.6852191250847464,1168.386252462813,77739489,685429074513,225,3375,1
9,2016-02-25,agressif,CDEC Gaming,1991-11-11,1,The Shanghai Major 2016,13,30000.0,3000000.0,2016-03-06,8872,16,0.8939484827604671,1178.076515296927,78712384,698336270848,256,4096,1
9,2016-04-14,agressif,LGD Gaming,1991-11-11,1,StarLadder i-League Invitational #1,3,12000.0,99500.0,2016-04-17,8921,17,0.6897811827873919,1118.0693330086099,79584241,709971013961,289,4913,1
9,2016-06-03,agressif,LGD Gaming,1991-11-11,1,The Manila Major 2016,4,255000.0,3000000.0,2016-06-12,8971,18,0.8939484827604671,1086.2868999279654,80478841,721975682611,324,5832,1
9,2016-06-13,agressif,LGD Gaming,1991-11-11,1,World Cyber Arena 2016 Chinese Qualifiers S2,5,1499.0,59957.0,2016-09-25,8981,19,0.6594199114890881,890.0513921659965,80658361,724392740141,361,6859,1
9,2016-07-06,agressif,LGD Gaming,1991-11-11,1,Nanyang Dota 2 Championships Season 2,3,25152.0,216373.0,2016-07-10,9004,20,0.7363451291143976,872.1086834886086,81072016,729972432064,400,8000,1
9,2016-08-02,agressif,LGD Gaming,1991-11-11,1,The International 2016,9,311557.0,13916298.0,2016-08-13,9031,21,1.0,616.161814898538,81558961,736558976791,441,9261,1
9,2017-02-23,agressif,Team VGJ,1991-11-11,1,StarLadder i-League StarSeries Season 3,2,60000.0,300000.0,2017-02-26,9236,22,0.7667254242259913,710.1049905483924,85303696,787864936256,484,10648,1
9,2017-03-15,agressif,Team VGJ,1991-11-11,1,Dota2 Professional League Season 3 (2017 S1) - Top,5,2178.0,85663.0,2017-04-16,9256,23,0.6905266186619751,548.4483460655736,85673536,792994249216,529,12167,1
9,2017-03-27,agressif,Team VGJ,1991-11-11,1,Dota 2 Asia Championships 2017,7,18359.0,611987.0,2017-04-04,9268,24,0.8100683113293884,483.22384166849633,85895824,796082496832,576,13824,1
9,2017-04-24,agressif,Team VGJ,1991-11-11,1,The Kiev Major 2017,5,125000.0,3000000.0,2017-04-30,9296,25,0.9067123605322307,414.64959257759915,86415616,803319566336,625,15625,1
9,2017-05-18,agressif,Team VGJ,1991-11-11,1,StarLadder i-League Invitational #2,7,2500.0,100000.0,2017-05-21,9320,26,0.6999346815311969,553.4995255285767,86862400,809557568000,676,17576,1
9,2017-06-14,agressif,Team VGJ,1991-11-11,1,DOTA Summit 7,7,2500.0,95000.0,2017-06-18,9347,27,0.6968162772836343,635.560299295008,87366409,816613824923,729,19683,1
10,2016-07-06,ahfu,WarriorsGaming.Unity,1994-06-06,4,Nanyang Dota 2 Championships Season 2,5,7551.0,216373.0,2016-07-10,8066,0,0.7363451291143976,973.4651028569688,65060356,524776831496,0,0,1
10,2016-09-09,ahfu,WarriorsGaming.Unity,1994-06-06,4,MPGL Southeast Asian Championship,5,1200.0,49000.0,2016-09-11,8131,1,0.6565661799187251,989.2041483001406,66113161,537566112091,1,1,1
10,2016-12-03,ahfu,WarriorsGaming.Unity,1994-06-06,4,The Boston Major 2016,5,125000.0,3000000.0,2016-12-10,8216,2,0.9067123605322307,982.9794035219776,67502656,554601821696,4,8,1
10,2016-12-14,ahfu,WarriorsGaming.Unity,1994-06-06,4,World Cyber Arena 2016,4,28744.0,732972.0,2016-12-16,8227,3,0.8210356141428047,983.4557283804493,67683529,556832393083,9,27,1
10,2017-01-06,ahfu,WarriorsGaming.Unity,1994-06-06,4,ESL One Genting 2017,7,5000.0,250000.0,2017-01-08,8250,4,0.7556410841788738,933.4103704721238,68062500,561515625000,16,64,1
10,2017-06-04,ahfu,LGD.Forever Young,1994-06-06,4,EPICENTER 2017,3,40000.0,500000.0,2017-06-11,8399,5,0.797781351008155,977.8871690466599,70543201,592492345199,25,125,1
10,2017-07-05,ahfu,LGD.Forever Young,1994-06-06,4,Mars Dota 2 League 2017,2,50000.0,250000.0,2017-07-09,8430,6,0.7556410841788738,945.3853700407564,71064900,599077107000,36,216,1
11,2012-08-26,akke,Counter Logic Gaming,1988-05-26,5,The International 2012,7,25000.0,1775000.0,2012-09-02,8858,0,1.0,957.4747948789377,78464164,695035564712,0,0,1
11,2013-02-10,akke,Alliance,1988-05-26,5,The Premier League Season 4,1,5000.0,20000.0,2013-04-28,9026,1,0.6882530765849391,1277.021672693919,81468676,735336269576,1,1,1
11,2013-03-14,akke,Alliance,1988-05-26,4,DreamHack Dota 2 Invitational,1,2500.0,10000.0,2013-04-18,9058,2,0.640082098733365,1168.3115361690607,82047364,743185023112,4,8,1
11,2013-03-16,akke,Alliance,1988-05-26,4,G-1 Champions League Season 5,1,40723.0,65157.0,2013-05-26,9060,3,0.7703325778322682,1169.966568245423,82083600,743677416000,9,27,1
11,2013-03-18,akke,Alliance,1988-05-26,4,RaidCall EMS One Spring Season,5,2000.0,28000.0,2013-04-21,9062,4,0.7116365615251168,1044.651012830414,82119844,744170026328,16,64,1
11,2013-05-19,akke,Alliance,1988-05-26,4,StarLadder StarSeries Season 6,1,12000.0,39000.0,2013-07-07,9124,5,0.7346645672714983,1054.0789182270134,83247376,759549058624,25,125,1
11,2013-05-20,akke,Alliance,1988-05-26,5,The Premier League Season 5,1,9000.0,15000.0,2013-07-21,9125,6,0.6682603143996052,912.1979780363813,83265625,759798828125,36,216,1
11,2013-05-21,akke,Alliance,1988-05-26,4,The Defense Season 4,4,2000.0,53000.0,2013-07-24,9126,8,0.7559811034023665,816.6797169328436,83283876,760048652376,64,512,1
11,2013-06-15,akke,Alliance,1988-05-26,5,DreamHack Summer 2013,1,21664.0,58798.0,2013-06-17,9151,9,0.7631958982807595,870.355097773449,83740801,766312069951,81,729,1
11,2013-08-02,akke,Alliance,1988-05-26,5,The International 2013,1,1437190.0,3219309.0,2013-08-11,9199,10,1.0,951.1269893604567,84621601,778434107599,100,1000,1
11,2013-08-31,akke,Alliance,1988-05-26,4,StarLadder StarSeries Season 7,2,6000.0,27000.0,2013-10-13,9228,11,0.6809350606569111,963.4200751907027,85155984,785819420352,121,1331,1
