,id,player,start,country,name,dob,team,tour,end,ageattour,elo32diff,cumelo,intage,std,mean,normal,quarterattour,intage2
18,2,7ckngMad,2014-11-09,France,Sébastien Debs,1992-05-11,Denial eSports,Battle of Central Europe Season 3,2014-12-19,8217,-2.145655612635096,66.45660596009327,22,122.20766880214344,-26.991363342311047,0.7646653456232634,22,484
19,2,7ckngMad,2014-02-18,France,Sébastien Debs,1992-05-11,Sigma,XMG Captains Draft Invitational,2014-04-01,7953,53.1288732405427,71.67877712001905,21,122.20766880214344,-26.991363342311047,0.8073972888074556,21,441
20,2,7ckngMad,2014-01-31,France,Sébastien Debs,1992-05-11,Sigma.int,Electronic Sports Prime Shock Therapy Cup,2014-02-08,7935,-33.77697086197827,6.93250725297446,21,122.20766880214344,-26.991363342311047,0.27759199506709276,21,441
21,2,7ckngMad,2014-01-04,France,Sébastien Debs,1992-05-11,Sigma.int,Pinnacle Sports Pro-Am,2014-01-12,7908,-9.701371012671416,40.70947811495273,21,122.20766880214344,-26.991363342311047,0.5539819400930782,21,441
22,3,9pasha,2017-12-01,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,DreamLeague Season 8,2017-12-03,9285,-35.773064549798846,-156.01985262180006,25,57.843326620978544,-79.30814295168189,-1.3261980966754505,25,625
23,3,9pasha,2017-10-26,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,ESL One Hamburg 2017,2017-10-29,9249,46.50862386672247,-41.71716746549623,25,57.843326620978544,-79.30814295168189,0.6498757537321895,25,625
24,3,9pasha,2017-08-02,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,The International 2017,2017-08-12,9164,-3.356646762947321,-88.2257913322187,25,57.843326620978544,-79.30814295168189,-0.15416900965897382,25,625
25,3,9pasha,2017-06-14,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,DOTA Summit 7,2017-06-18,9115,52.84710681384581,-84.86914456927138,24,57.843326620978544,-79.30814295168189,-0.09613903526033787,24,576
26,3,9pasha,2017-06-04,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,EPICENTER 2017,2017-06-11,9105,-12.369685700002037,-137.7162513831172,24,57.843326620978544,-79.30814295168189,-1.009763992554535,24,576
27,3,9pasha,2017-04-24,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,The Kiev Major 2017,2017-04-30,9064,48.068231085148454,-20.51118430441693,24,57.843326620978544,-79.30814295168189,1.0164864658033093,24,576
28,3,9pasha,2017-01-20,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,Dota Pit League Season 5,2017-01-22,8970,-38.39752857408848,-41.036802771615385,24,57.843326620978544,-79.30814295168189,0.6616379523059156,24,576
29,3,9pasha,2016-12-03,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,The Boston Major 2016,2016-12-10,8922,-46.03266626806726,-2.639274197526902,24,57.843326620978544,-79.30814295168189,1.3254574595360291,24,576
30,3,9pasha,2016-11-16,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,The Summit 6,2016-11-20,8905,43.39339207054036,43.39339207054036,24,57.843326620978544,-79.30814295168189,2.1212738303630174,24,576
31,3,9pasha,2017-12-13,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,DOTA Summit 8,2017-12-17,9297,91.55620339107509,-75.75824222984716,25,57.843326620978544,-79.30814295168189,0.06137096410612142,25,625
32,3,9pasha,2017-12-08,Russia,Pavel Khvastunov,1992-06-30,Virtus.Pro,MDL Macau,2017-12-10,9292,-11.294592999122187,-167.31444562092224,25,57.843326620978544,-79.30814295168189,-1.5214599126690327,25,625
33,3,9pasha,2017-11-21,Russia,Pavel Khvastunov,1992-06-30,Virtus.Pro,Adrenaline Cyber League,2017-11-22,9275,-1.1230049771627364,-120.24678807200121,25,57.843326620978544,-79.30814295168189,-0.7077505308187401,25,625
34,3,9pasha,2017-11-02,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,AMD SAPPHIRE Dota PIT League,2017-11-05,9256,-77.40661562934224,-119.12378309483847,25,57.843326620978544,-79.30814295168189,-0.6883359320609389,25,625
35,3,9pasha,2017-04-01,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,Russian e-Sports Cup 2017,2017-05-28,9041,-27.54261261795,-68.57941538956538,24,57.843326620978544,-79.30814295168189,0.1854790896176677,24,576
36,3,9pasha,2017-05-04,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,DreamLeague Season 7 EU Division,2017-05-21,9074,-62.127595121417016,-125.34656568311516,24,57.843326620978544,-79.30814295168189,-0.7959158890203959,24,576
37,3,9pasha,2017-05-02,Russia,Pavel Khvastunov,1992-06-30,Virtus.pro,Mr. Cat Invitational Europe,2017-05-18,9072,-42.707786257281214,-63.21897056169814,24,57.843326620978544,-79.30814295168189,0.27815088325415477,24,576
38,4,Dogf1ghts,2017-08-02,China,Gao Tianpeng,1995-12-05,IG Vitality,The International 2017,2017-08-12,7911,-16.887472556134526,223.17321016353185,21,61.99256898543087,246.1805867446885,-0.3711312010083613,21,441
39,4,Dogf1ghts,2017-06-15,China,Gao Tianpeng,1995-12-05,IG Vitality,Galaxy Battles,2017-06-18,7863,5.651386058387175,240.06068271966637,21,61.99256898543087,246.1805867446885,-0.0987199615241044,21,441
40,4,Dogf1ghts,2017-05-30,China,Gao Tianpeng,1995-12-05,IG Vitality,ZOTAC Cup Masters,2017-06-03,7847,18.445402338902,234.4092966612792,21,61.99256898543087,246.1805867446885,-0.18988227582850642,21,441
41,4,Dogf1ghts,2017-04-24,China,Gao Tianpeng,1995-12-05,IG Vitality,The Kiev Major 2017,2017-04-30,7811,-49.52399593077587,215.9638943223772,21,61.99256898543087,246.1805867446885,-0.48742442710210393,21,441
42,4,Dogf1ghts,2017-03-27,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota 2 Asia Championships 2017,2017-04-04,7783,-11.49521063914949,265.48789025315307,21,61.99256898543087,246.1805867446885,0.3114454494215599,21,441
43,4,Dogf1ghts,2017-02-23,China,Gao Tianpeng,1995-12-05,IG Vitality,StarLadder i-League StarSeries Season 3,2017-02-26,7751,-33.73011928991605,340.100459655402,21,61.99256898543087,246.1805867446885,1.5150182424733196,21,441
44,4,Dogf1ghts,2016-12-14,China,Gao Tianpeng,1995-12-05,IG Vitality,World Cyber Arena 2016,2016-12-16,7680,32.08136138289797,373.83057894531805,21,61.99256898543087,246.1805867446885,2.0591176376418456,21,441
45,4,Dogf1ghts,2016-09-28,China,Gao Tianpeng,1995-12-05,IG Vitality,Mars Dota 2 League 2016 Autumn,2016-10-02,7603,-51.703911868423575,244.65802502294798,20,61.99256898543087,246.1805867446885,-0.02456039081229783,20,400
46,4,Dogf1ghts,2017-09-30,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 4 (2017 S2)- Top,2017-11-12,7970,-3.8176548722348116,219.35555529129704,21,61.99256898543087,246.1805867446885,-0.432713660563022,21,441
47,4,Dogf1ghts,2017-03-15,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 3 (2017 S1) - Top,2017-04-16,7771,-63.117358763099446,276.98310089230256,21,61.99256898543087,246.1805867446885,0.4968742972218668,21,441
48,4,Dogf1ghts,2016-09-23,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 2 - Top,2016-12-31,7598,61.85353070433598,296.36193689137156,20,61.99256898543087,246.1805867446885,0.8094736347912341,20,400
49,4,Dogf1ghts,2016-10-16,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 ACE - Provisional,2016-12-26,7621,98.54240229016091,341.7492175624201,20,61.99256898543087,246.1805867446885,1.5416142996137419,20,400
50,4,Dogf1ghts,2016-10-14,China,Gao Tianpeng,1995-12-05,IG Vitality,Nanyang Dota 2 Championships  - Cruise Cup #1,2016-10-16,7619,-1.451209750688804,243.20681527225918,20,61.99256898543087,246.1805867446885,-0.04796980543148967,20,400
51,4,Dogf1ghts,2016-09-20,China,Gao Tianpeng,1995-12-05,IG Vitality,Shanghai Dota 2 Open #2,2016-10-08,7595,36.374221139536075,234.50840618703558,20,61.99256898543087,246.1805867446885,-0.18828354347431625,20,400
52,4,Dogf1ghts,2016-06-13,China,Gao Tianpeng,1995-12-05,IG Vitality,World Cyber Arena 2016 Chinese Qualifiers S2,2016-09-25,7496,140.678903738028,247.5796012591062,20,61.99256898543087,246.1805867446885,0.022567455056532484,20,400
53,4,Dogf1ghts,2016-07-20,China,Gao Tianpeng,1995-12-05,IG Vitality,VPGame Pro League Season 2,2016-07-31,7533,-1.7540214094719886,186.60678653578213,20,61.99256898543087,246.1805867446885,-0.9609829239841157,20,400
54,4,Dogf1ghts,2016-07-23,China,Gao Tianpeng,1995-12-05,IG Vitality,Pro Gamer League 2016 (PGL 2016) - Summer,2016-07-24,7536,11.527398511717365,198.1341850474995,20,61.99256898543087,246.1805867446885,-0.7750348547175159,20,400
55,4,Dogf1ghts,2016-05-18,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 1,2016-07-17,7470,106.9006975210782,106.9006975210782,20,61.99256898543087,246.1805867446885,-2.24671910687139,20,400
56,4,Dogf1ghts,2016-06-30,China,Gao Tianpeng,1995-12-05,IG Vitality,G-League 2016,2016-07-09,7513,-59.218793313852075,188.36080794525412,20,61.99256898543087,246.1805867446885,-0.9326888649028698,20,400
57,5,Abed,2017-12-01,Philippines,Abed Azel,2000-08-02,Fnatic,DreamLeague Season 8,2017-12-03,6330,-1.5764285183063294,-5.601408040637466,17,44.63143747383855,62.181094267104704,-1.5187165402744196,17,289
58,5,Abed,2017-08-02,Philippines,Abed Azel,2000-08-02,Digital Chaos,The International 2017,2017-08-12,6209,-54.62447273571502,-4.024979522331137,17,44.63143747383855,62.181094267104704,-1.4833955063231743,17,289
59,5,Abed,2017-06-14,Philippines,Abed Azel,2000-08-02,Digital Chaos,DOTA Summit 7,2017-06-18,6160,4.329696392637288,50.59949321338388,16,44.63143747383855,62.181094267104704,-0.2594942423826158,16,256
60,5,Abed,2017-05-30,Philippines,Abed Azel,2000-08-02,Digital Chaos,ZOTAC Cup Masters,2017-06-03,6145,-2.8659555827903205,46.26979682074659,16,44.63143747383855,62.181094267104704,-0.35650425679622755,16,256
61,5,Abed,2017-04-24,Philippines,Abed Azel,2000-08-02,Digital Chaos,The Kiev Major 2017,2017-04-30,6109,-24.95600029550019,49.13575240353691,16,44.63143747383855,62.181094267104704,-0.29229042580612674,16,256
62,5,Abed,2016-08-02,Philippines,Abed Azel,2000-08-02,Execration,The International 2016,2016-08-13,5844,-42.84282219537613,76.85419079617952,16,44.63143747383855,62.181094267104704,0.32876145962530773,16,256
63,5,Abed,2017-12-13,Philippines,Abed Azel,2000-08-02,Fnatic,DOTA Summit 8,2017-12-17,6342,65.88493772137554,60.28352968073807,17,44.63143747383855,62.181094267104704,-0.0425163224348067,17,289
64,5,Abed,2016-11-10,Philippines,Abed Azel,2000-08-02,Execration,ROG MASTERS 2016,2016-11-13,5944,0.7746196553152913,74.0917526990371,16,44.63143747383855,62.181094267104704,0.26686701361375653,16,256
65,5,Abed,2016-09-20,Philippines,Abed Azel,2000-08-02,Execration,Shanghai Dota 2 Open #2,2016-10-08,5893,-70.05262980849898,73.31713304372181,16,44.63143747383855,62.181094267104704,0.24951109368020416,16,256
66,5,Abed,2016-09-09,Philippines,Abed Azel,2000-08-02,Execration,MPGL Southeast Asian Championship,2016-09-11,5882,66.51557205604126,143.3697628522208,16,44.63143747383855,62.181094267104704,1.8190915009785682,16,256
67,5,Abed,2016-04-29,Philippines,Abed Azel,2000-08-02,Execration,World Cyber Arena 2016 SEA Qualifiers,2016-05-21,5749,119.69701299155565,119.69701299155565,15,44.63143747383855,62.181094267104704,1.288686226119534,15,225
68,6,Accel,2017-12-01,Peru,Christian Cruz,1995-10-20,Infamous,DreamLeague Season 8,2017-12-03,8078,-0.7906507560580849,-74.11399537701584,22,39.81442458541456,-27.344608411772526,-1.1746844881534872,22,484
69,6,Accel,2017-08-02,Peru,Christian Cruz,1995-10-20,Infamous,The International 2017,2017-08-12,7957,-74.92817805860705,-71.73449795257841,21,39.81442458541456,-27.344608411772526,-1.1149197810350242,21,441
70,6,Accel,2017-06-15,Peru,Christian Cruz,1995-10-20,Infamous,Galaxy Battles,2017-06-18,7909,-11.729738718773433,5.225996122897982,21,39.81442458541456,-27.344608411772526,0.8180604108643148,21,441
71,6,Accel,2015-11-13,Peru,Christian Cruz,1995-10-20,Team Unknown,Frankfurt Major 2015,2015-11-21,7329,2.124316252652079,2.124316252652079,20,39.81442458541456,-27.344608411772526,0.7401569901181022,20,400
72,6,Accel,2017-12-08,Peru,Christian Cruz,1995-10-20,Infamous,MDL Macau,2017-12-10,8085,47.02923871013752,-27.08475666687832,22,39.81442458541456,-27.344608411772526,0.006526572909191286,22,484
73,6,Accel,2017-10-19,Peru,Christian Cruz,1995-10-20,Infamous,PGL Open Bucharest,2017-10-22,8035,-1.5888466683793467,-73.32334462095776,22,39.81442458541456,-27.344608411772526,-1.1548260884832398,22,484
74,6,Accel,2017-07-07,Peru,Christian Cruz,1995-10-20,Infamous,The Final Match Season 1,2017-07-09,7931,-2.032316016869345,3.193680106028637,21,39.81442458541456,-27.344608411772526,0.767015694331758,21,441
75,6,Accel,2016-10-21,Peru,Christian Cruz,1995-10-20,Infamous,World Electronic Sports Games 2016 Americas Finals,2016-10-23,7672,14.831418589019336,16.955734841671415,21,39.81442458541456,-27.344608411772526,1.1126706894483849,21,441
76,7,Ace,2017-12-01,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,DreamLeague Season 8,2017-12-03,8717,85.71528400007446,-113.18120204241325,23,72.11437107376383,-136.73702628577968,0.32664535366011604,23,529
77,7,Ace,2017-10-26,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,ESL One Hamburg 2017,2017-10-29,8681,15.137961966242528,-198.8964860424877,23,72.11437107376383,-136.73702628577968,-0.8619566229472737,23,529
78,7,Ace,2017-05-30,Denmark,Marcus Hoelgaard,1994-01-19,Danish Bears,ZOTAC Cup Masters,2017-06-03,8532,0.32244599450848455,-186.18336463305275,23,72.11437107376383,-136.73702628577968,-0.6856655283964933,23,529
79,7,Ace,2014-10-06,Denmark,Marcus Hoelgaard,1994-01-19,Fnatic.EU,ASUS ROG DreamLeague Season 2,2014-11-29,7565,-33.018947611886574,-186.50581062756123,20,72.11437107376383,-136.73702628577968,-0.6901368423621751,20,400
81,7,Ace,2013-11-25,Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,StarLadder StarSeries Season 8,2014-01-19,7250,-7.282547098399164,-38.05780687146,19,72.11437107376383,-136.73702628577968,1.3683710742396045,19,361
82,7,Ace,2013-02-11,Denmark,Marcus Hoelgaard,1994-01-19,3DMAX,StarLadder StarSeries Season 5,2013-04-07,6963,-30.77525977306084,-30.77525977306084,19,72.11437107376383,-136.73702628577968,1.4693571466404862,19,361
83,7,Ace,2018-01-04,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Captains Draft 4.0,2018-01-07,8751,28.898298344821796,-84.28290369759145,23,72.11437107376383,-136.73702628577968,0.7273740560606752,23,529
84,7,Ace,2017-10-19,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,PGL Open Bucharest,2017-10-22,8674,-8.855657386722896,-214.03444800873024,23,72.11437107376383,-136.73702628577968,-1.0718726457987844,23,529
85,7,Ace,2017-10-12,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,StarLadder i-League Invitational Season 3,2017-10-15,8667,-18.995425988954594,-205.17879062200734,23,72.11437107376383,-136.73702628577968,-0.9490724708147346,23,529
86,7,Ace,2013-12-04,Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,Netolic Pro League #4 West,2013-12-12,7259,-22.447599326190357,-60.50540619765036,19,72.11437107376383,-136.73702628577968,1.057093322080755,19,361
87,8,AdmiralBulldog,2016-08-02,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The International 2016,2016-08-13,9358,6.7216148900201915,-642.137313106881,25,315.82224519238986,-393.41883851377816,-0.7875267761509033,25,625
88,8,AdmiralBulldog,2016-06-17,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ESL One Frankfurt 2016,2016-06-19,9312,-22.759627305020103,-599.0310338357906,25,315.82224519238986,-393.41883851377816,-0.6510377228075223,25,625
89,8,AdmiralBulldog,2016-06-03,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The Manila Major 2016,2016-06-12,9298,42.52765391188791,-576.2714065307705,25,315.82224519238986,-393.41883851377816,-0.5789730482905148,25,625
90,8,AdmiralBulldog,2016-05-09,Sweden,Henrik Ahnberg,1990-12-19,Alliance,EPICENTER 2016,2016-05-15,9273,6.364014298976144,-618.7990604426584,25,315.82224519238986,-393.41883851377816,-0.7136299781276809,25,625
91,8,AdmiralBulldog,2016-04-14,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder i-League Invitational #1,2016-04-17,9248,-45.229725313920426,-625.1630747416345,25,315.82224519238986,-393.41883851377816,-0.7337805989146978,25,625
92,8,AdmiralBulldog,2016-02-25,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The Shanghai Major 2016,2016-03-06,9199,-2.0206358367061057,-579.9333494277141,25,315.82224519238986,-393.41883851377816,-0.5905679975149207,25,625
93,8,AdmiralBulldog,2016-01-13,Sweden,Henrik Ahnberg,1990-12-19,Alliance,SL i-League StarSeries Season 1,2016-01-17,9156,102.07211923018212,-565.699680188264,25,315.82224519238986,-393.41883851377816,-0.5454993886498948,25,625
94,8,AdmiralBulldog,2015-12-17,Sweden,Henrik Ahnberg,1990-12-19,Alliance,World Cyber Arena 2015,2015-12-20,9129,87.25192195375098,-667.7717994184461,25,315.82224519238986,-393.41883851377816,-0.8686942262016407,25,625
95,8,AdmiralBulldog,2015-11-13,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Frankfurt Major 2015,2015-11-21,9095,-101.29705847083324,-755.0237213721971,24,315.82224519238986,-393.41883851377816,-1.1449633088325986,24,576
96,8,AdmiralBulldog,2015-01-21,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota Pit League Season 3,2015-07-12,8799,-57.04626083712208,-590.7859490821882,24,315.82224519238986,-393.41883851377816,-0.6249309970175775,24,576
97,8,AdmiralBulldog,2015-06-20,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ESL One Frankfurt 2015,2015-06-21,8949,-0.00790098163508901,-918.022943133709,24,315.82224519238986,-393.41883851377816,-1.6610739509509758,24,576
98,8,AdmiralBulldog,2015-03-28,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ASUS ROG DreamLeague Season 3,2015-06-15,8865,-179.45446744134642,-770.2404165235346,24,315.82224519238986,-393.41883851377816,-1.1931445100715041,24,576
99,8,AdmiralBulldog,2015-04-20,Sweden,Henrik Ahnberg,1990-12-19,Alliance,joinDOTA MLG Pro League Season 2,2015-06-07,8888,-73.37650916926759,-918.0150421520739,24,315.82224519238986,-393.41883851377816,-1.6610489337719918,24,576
100,8,AdmiralBulldog,2015-04-06,Sweden,Henrik Ahnberg,1990-12-19,Alliance,i-League Season 3,2015-05-23,8874,-74.3981164592717,-844.6385329828063,24,315.82224519238986,-393.41883851377816,-1.4287140989519533,24,576
101,8,AdmiralBulldog,2014-10-31,Sweden,Henrik Ahnberg,1990-12-19,Alliance,XMG Captains Draft 2.0,2014-12-21,8717,-97.9208821897738,-533.7396882450661,23,315.82224519238986,-393.41883851377816,-0.444303249271781,23,529
102,8,AdmiralBulldog,2014-08-15,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 10,2014-10-26,8640,-7.984721347411323,-439.42073612430954,23,315.82224519238986,-393.41883851377816,-0.1456575599432787,23,529
103,8,AdmiralBulldog,2014-10-09,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ESL One New York 2014,2014-10-10,8695,22.338925970254195,-435.81880605529227,23,315.82224519238986,-393.41883851377816,-0.13425263162094636,23,529
104,8,AdmiralBulldog,2014-10-02,Sweden,Henrik Ahnberg,1990-12-19,Alliance,World Cyber Arena 2014,2014-10-05,8688,-17.90047925695876,-458.15773202554647,23,315.82224519238986,-393.41883851377816,-0.20498522348332757,23,529
105,8,AdmiralBulldog,2014-07-08,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The International 2014,2014-07-21,8602,-46.92907211513716,-431.4360147768982,23,315.82224519238986,-393.41883851377816,-0.12037523271978859,23,529
106,8,AdmiralBulldog,2014-06-28,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ESL One Frankfurt 2014,2014-06-29,8592,-22.23579908473016,-384.50694266176106,23,315.82224519238986,-393.41883851377816,0.02821807515993126,23,529
107,8,AdmiralBulldog,2014-04-25,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 3,2014-06-25,8528,114.13806042747342,-400.32989103515297,23,315.82224519238986,-393.41883851377816,-0.021882728739278,23,529
108,8,AdmiralBulldog,2014-04-01,Sweden,Henrik Ahnberg,1990-12-19,Alliance,HyperX D2L Western Challenge,2014-06-24,8504,52.53655075766392,-514.4679514626264,23,315.82224519238986,-393.41883851377816,-0.38328241531912544,23,529
109,8,AdmiralBulldog,2014-03-03,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ASUS ROG DreamLeague Season 1,2014-06-16,8475,11.73191446718738,-423.54054420507373,23,315.82224519238986,-393.41883851377816,-0.09537550362529497,23,529
110,8,AdmiralBulldog,2014-03-29,Sweden,Henrik Ahnberg,1990-12-19,Alliance,WPC 2014,2014-06-02,8501,-18.77981373235889,-567.0045022202903,23,315.82224519238986,-393.41883851377816,-0.5496308963314751,23,529
111,8,AdmiralBulldog,2014-03-05,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 9,2014-04-20,8477,-124.68414428285769,-548.2246884879314,23,315.82224519238986,-393.41883851377816,-0.4901676570624402,23,529
112,8,AdmiralBulldog,2014-02-09,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 2,2014-04-15,8453,-76.83423094898967,-362.0280048345428,23,315.82224519238986,-393.41883851377816,0.09939399189602037,23,529
113,8,AdmiralBulldog,2013-11-25,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 8,2014-01-19,8377,-32.650704423166644,-252.64617235064293,22,315.82224519238986,-393.41883851377816,0.44573385284301476,22,484
114,8,AdmiralBulldog,2013-10-17,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 1,2014-01-15,8338,-39.89060233663713,-53.514971779097095,22,315.82224519238986,-393.41883851377816,1.0762505552058923,22,484
115,8,AdmiralBulldog,2014-01-07,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 League Season 4,2014-01-08,8420,-32.5476015349102,-285.1937738855531,23,315.82224519238986,-393.41883851377816,0.34267714284121253,23,529
116,8,AdmiralBulldog,2013-09-02,Sweden,Henrik Ahnberg,1990-12-19,Alliance,RaidCall EMS One Fall Season,2013-12-08,8293,-91.6004592783645,-51.860983912716165,22,315.82224519238986,-393.41883851377816,1.0814876399634064,22,484
117,8,AdmiralBulldog,2013-11-04,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ASUS ROG DreamLeague Kick-Off Season,2013-11-30,8356,-110.53865151223386,-172.8007694614255,22,315.82224519238986,-393.41883851377816,0.6985513921540215,22,484
