country,name,dob,team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,Dota2 ACE - Provisional,2016-10-16,2016-12-26,1104.730218514921,1135.9425192480405,1203.272620805082,1299.2732805070484
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,Nanyang Dota 2 Championships  - Cruise Cup #1,2016-10-14,2016-10-16,1106.1814282656098,1137.8262268566318,1104.730218514921,1135.9425192480405
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,Shanghai Dota 2 Open #2,2016-09-20,2016-10-08,1085.7472121164571,1123.7246851024593,1122.1214332559932,1162.0390189121156
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,World Cyber Arena 2016 Chinese Qualifiers S2,2016-06-13,2016-09-25,1021.3156398136406,1100.8708961882614,1161.9945435516686,1226.0442750345335
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,VPGame Pro League Season 2,2016-07-20,2016-07-31,1096.9345873286054,1128.2923063285393,1095.1805659191334,1131.0876204891786
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,Pro Gamer League 2016 (PGL 2016) - Summer,2016-07-23,2016-07-24,1088.3497692999053,1106.7702816870365,1099.8771678116227,1137.5560246274192
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,Dota2 Professional League Season 1,2016-05-18,2016-07-17,992.0556359578688,983.7194538602234,1098.956333478947,1130.968074427277
China,Gao Tianpeng,1995-12-05,IG Vitality,Dogf1ghts,G-League 2016,2016-06-30,2016-07-09,1172.2299921301606,1202.987392902482,1113.0111988163085,1137.1066354939426
Philippines,Abed Azel,2000-08-02,Fnatic,Abed,DreamLeague Season 8,2017-12-01,2017-12-03,1115.343375795882,1158.587209498683,1113.7669472775756,1156.4197560323069
Philippines,Abed Azel,2000-08-02,Digital Chaos,Abed,The International 2017,2017-08-02,2017-08-12,1106.9878209827186,1192.7404221266002,1052.3633482470036,1074.4041470384716
Philippines,Abed Azel,2000-08-02,Digital Chaos,Abed,DOTA Summit 7,2017-06-14,2017-06-18,1096.4426646529043,1133.0058944376212,1100.7723610455416,1141.0941979608467
Philippines,Abed Azel,2000-08-02,Digital Chaos,Abed,ZOTAC Cup Masters,2017-05-30,2017-06-03,1106.891558954459,1167.2198058644901,1104.0256033716687,1143.4636679799098
Philippines,Abed Azel,2000-08-02,Digital Chaos,Abed,The Kiev Major 2017,2017-04-24,2017-04-30,1090.7953715845742,1154.6693232927578,1065.839371289074,1091.3426159034136
Philippines,Abed Azel,2000-08-02,Execration,Abed,The International 2016,2016-08-02,2016-08-13,1098.532624893597,1146.5535886486773,1055.6898026982208,1060.8355781394348
Philippines,Abed Azel,2000-08-02,Fnatic,Abed,DOTA Summit 8,2017-12-13,2017-12-17,1106.2021573749937,1146.0188213204824,1172.0870950963692,1272.0860108515876
Philippines,Abed Azel,2000-08-02,Execration,Abed,ROG MASTERS 2016,2016-11-10,2016-11-13,1074.370686345821,1107.509544541812,1075.1453060011363,1095.999701746213
Philippines,Abed Azel,2000-08-02,Execration,Abed,Shanghai Dota 2 Open #2,2016-09-20,2016-10-08,1154.091183454707,1281.0631077751007,1084.0385536462081,1101.3325658942083
Philippines,Abed Azel,2000-08-02,Execration,Abed,MPGL Southeast Asian Championship,2016-09-09,2016-09-11,1097.4196524661888,1182.1887643208404,1163.93522452223,1299.0186890969674
Philippines,Abed Azel,2000-08-02,Execration,Abed,World Cyber Arena 2016 SEA Qualifiers,2016-04-29,2016-05-21,993.4169561589231,1021.2893055135282,1113.1139691504789,1210.223549967896
Peru,Christian Cruz,1995-10-20,Infamous,Accel,DreamLeague Season 8,2017-12-01,2017-12-03,1057.8499603504367,1087.7360274837763,1057.0593095943786,1086.5369159192503
Peru,Christian Cruz,1995-10-20,Infamous,Accel,The International 2017,2017-08-02,2017-08-12,1123.6714061441378,1194.0181274925185,1048.7432280855307,1088.7209896515617
Peru,Christian Cruz,1995-10-20,Infamous,Accel,Galaxy Battles,2017-06-15,2017-06-18,1041.1742673035217,1072.7159736472156,1029.4445285847482,1054.6955307812118
Peru,Christian Cruz,1995-10-20,Team Unknown,Accel,Frankfurt Major 2015,2015-11-13,2015-11-21,960.336504760214,960.6509111898623,962.4608210128661,962.7583883141319
Peru,Christian Cruz,1995-10-20,Infamous,Accel,MDL Macau,2017-12-08,2017-12-10,977.5128156056822,978.9824497282314,1024.5420543158198,1089.8793843121366
Peru,Christian Cruz,1995-10-20,Infamous,Accel,PGL Open Bucharest,2017-10-19,2017-10-22,1077.7676469107937,1117.9434586537693,1076.1788002424144,1115.5337924393075
Peru,Christian Cruz,1995-10-20,Infamous,Accel,The Final Match Season 1,2017-07-07,2017-07-09,1148.6995365458474,1258.0460453207256,1146.667220528978,1254.5192615581313
Peru,Christian Cruz,1995-10-20,Infamous,Accel,World Electronic Sports Games 2016 Americas Finals,2016-10-21,2016-10-23,983.1808573699474,988.0991803424961,998.0122759589667,999.9224468607563
Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Ace,DreamLeague Season 8,2017-12-01,2017-12-03,1201.6285938730016,1311.3505649412891,1287.343877873076,1460.7119524903362
Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Ace,ESL One Hamburg 2017,2017-10-26,2017-10-29,1167.8118479406348,1232.7839033443,1182.9498099068774,1285.1777763003474
Denmark,Marcus Hoelgaard,1994-01-19,Danish Bears,Ace,ZOTAC Cup Masters,2017-05-30,2017-06-03,988.1225458759908,984.6705706797367,988.4449918704993,985.0867299871784
Denmark,Marcus Hoelgaard,1994-01-19,Fnatic.EU,Ace,ASUS ROG DreamLeague Season 2,2014-10-06,2014-11-29,997.4342789148076,1016.9099962947424,964.415331302921,979.3981317092127
Denmark,Marcus Hoelgaard,1994-01-19,Alliance,Ace,ASUS ROG DreamLeague Season 2,2014-10-06,2014-11-29,1096.2658208327887,1135.94813936284,1003.2843640147644,1031.1376952541889
Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,Ace,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,977.2949109093539,999.3019770324534,970.0123638109548,1000.7677271880507
Denmark,Marcus Hoelgaard,1994-01-19,3DMAX,Ace,StarLadder StarSeries Season 5,2013-02-11,2013-04-07,946.8689865548848,942.6137089139006,916.093726781824,919.1264786117184
Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Ace,Captains Draft 4.0,2018-01-04,2018-01-07,1200.648572310103,1294.507750672139,1229.5468706549248,1343.8668949693088
Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Ace,PGL Open Bucharest,2017-10-19,2017-10-22,1167.7735890850688,1214.2047862897273,1158.917931698346,1212.9483361728585
Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Ace,StarLadder i-League Invitational Season 3,2017-10-12,2017-10-15,1236.7153492348705,1348.334139546534,1217.7199232459159,1309.1886724337705
Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,Ace,Netolic Pro League #4 West,2013-12-04,2013-12-12,971.893112628627,992.972082058094,949.4455133024367,957.7433564461787
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The International 2016,2016-08-02,2016-08-13,1095.6956485987232,1134.2844417178185,1102.4172634887434,1179.1352573777456
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1114.4395128333713,1186.6513212585985,1091.6798855283512,1140.2388234829284
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Manila Major 2016,2016-06-03,2016-06-12,1070.6216473893471,1089.38651437764,1113.149301301235,1198.0677034901053
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,EPICENTER 2016,2016-05-09,2016-05-15,1098.331075384055,1135.97729657444,1104.6950896830313,1176.6442584454096
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder i-League Invitational #1,2016-04-14,2016-04-17,1159.6315294499195,1239.9955056455556,1114.401804135999,1158.2007314462285
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Shanghai Major 2016,2016-02-25,2016-03-06,1175.6876531887656,1248.0146279139585,1173.6670173520595,1233.8448150899706
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,SL i-League StarSeries Season 1,2016-01-13,2016-01-17,1098.5120475280537,1194.0919575115327,1200.5841667582358,1377.858604241303
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,World Cyber Arena 2015,2015-12-17,2015-12-20,1047.898536867357,1101.1620782514176,1135.150458821108,1279.6321266402995
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Frankfurt Major 2015,2015-11-13,2015-11-21,1170.5341412378425,1249.1241785291998,1069.2370827670093,1059.3372561242495
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota Pit League Season 3,2015-01-21,2015-07-12,1058.0366269467777,1125.1531006745668,1000.9903661096557,1005.816375242128
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ESL One Frankfurt 2015,2015-06-20,2015-06-21,1001.1522264884959,1006.7669739055788,1001.1443255068608,1006.7205717987977
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ASUS ROG DreamLeague Season 3,2015-03-28,2015-06-15,1214.7906846331896,1337.503315164368,1035.3362171918432,1049.2404964793006
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,joinDOTA MLG Pro League Season 2,2015-04-20,2015-06-07,1146.3805831414259,1169.0266715545988,1073.0040739721583,1093.2451212748254
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,i-League Season 3,2015-04-06,2015-05-23,1211.7322178082122,1284.6549338608534,1137.3341013489405,1158.619436176328
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,XMG Captains Draft 2.0,2014-10-31,2014-12-21,1118.8412639199926,1216.7185794648742,1020.9203817302188,1042.9386793788794
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder StarSeries Season 10,2014-08-15,2014-10-26,1092.712912878258,1136.0848821788436,1084.7281915308467,1157.5697523128947
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ESL One New York 2014,2014-10-09,2014-10-10,1094.29904371165,1133.1706251023566,1116.6379696819042,1182.4535820236265
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,World Cyber Arena 2014,2014-10-02,2014-10-05,1114.8309662865215,1180.399908650502,1096.9304870295628,1136.8867916484292
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The International 2014,2014-07-08,2014-07-21,1157.044238768326,1232.2928151319036,1110.115166653189,1161.6280733168187
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ESL One Frankfurt 2014,2014-06-28,2014-06-29,1189.3127334375356,1282.453737379723,1167.0769343528054,1247.132729788806
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota 2 Champions League Season 3,2014-04-25,2014-06-25,1051.4740592624157,1038.2607940821322,1165.6121196898891,1231.1123195774596
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,HyperX D2L Western Challenge,2014-04-01,2014-06-24,1114.2190358115568,1108.8276886065648,1166.7555865692207,1232.7080317954856
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ASUS ROG DreamLeague Season 1,2014-03-03,2014-06-16,1192.7857055584634,1265.6645454229035,1204.5176200256508,1316.7130456102802
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,WPC 2014,2014-03-29,2014-06-02,1155.8695473891514,1178.8272772456428,1137.0897336567925,1223.926435094471
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder StarSeries Season 9,2014-03-05,2014-04-20,1215.4424096166656,1304.3038871321185,1090.758265333808,1120.2737539669488
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota 2 Champions League Season 2,2014-02-09,2014-04-15,1178.6164161421946,1234.7478754162335,1101.782185193205,1136.0241109197434
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder StarSeries Season 8,2013-11-25,2014-01-19,1239.034302309529,1275.3040209135315,1206.3835978863624,1271.2410884227631
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota 2 Champions League Season 1,2013-10-17,2014-01-15,1253.997252973874,1347.4456281731066,1214.106650637237,1303.4652516200495
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota 2 League Season 4,2014-01-07,2014-01-08,1205.9886357084124,1270.7089719812238,1173.4410341735022,1206.0880195376096
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,RaidCall EMS One Fall Season,2013-09-02,2013-12-08,1323.2033425532616,1443.0150405624881,1231.602883274897,1308.8138572275698
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ASUS ROG DreamLeague Kick-Off Season,2013-11-04,2013-11-30,1297.3672240134624,1410.8893317213249,1186.8285725012286,1179.8747277256255
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,MLG Championship Columbus,2013-11-22,2013-11-24,1287.8794102276595,1366.9346900415132,1240.6847117616087,1277.204854199471
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,WePlay Dota2 League Season 2,2013-09-11,2013-11-10,1313.5993807444422,1428.8111472613855,1351.8359952146984,1476.193220780091
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder StarSeries Season 7,2013-08-31,2013-10-13,1327.6818574348265,1449.1537439442113,1246.2295516956758,1318.1923784808016
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The International 2013,2013-08-02,2013-08-11,1257.3940348773442,1350.2602575694941,1382.3201826807422,1554.7693618039993
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Defense Season 4,2013-05-21,2013-07-24,1293.1867813186495,1437.0063240891088,1273.8375288726565,1372.6364654908818
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Premier League Season 5,2013-05-20,2013-07-21,1295.211085907731,1440.023628973499,1279.548905844228,1380.4084729893948
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,RaidCall Dota 2 League Season 3,2013-05-20,2013-07-17,1295.211085907731,1440.023628973499,1230.2908911186498,1258.2352491198014
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,RaidCall EMS One Summer Season,2013-06-19,2013-07-14,1302.8193360775774,1429.7218354020215,1295.9405827905425,1385.7230005413155
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,StarLadder StarSeries Season 6,2013-05-19,2013-07-07,1297.249367283389,1443.061766803005,1331.3996472555675,1465.782945450462
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,DreamHack Summer 2013,2013-06-15,2013-06-17,1288.5523929753015,1359.68855848478,1307.0153969609066,1435.6763395218675
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,G-1 Champions League Season 5,2013-03-16,2013-05-26,1257.7623159894936,1393.4420750135346,1283.27157865048,1422.2273280814209
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Premier League Season 4,2013-02-10,2013-04-28,1085.774146609644,1113.6393986418464,1285.321803976913,1436.7528055649802
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,RaidCall EMS One Spring Season,2013-03-18,2013-04-21,1254.2394100309446,1388.064797791733,1159.268003936541,1201.350483826456
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,World Cyber Arena 2016 EU Main Qualifier,2016-08-23,2016-09-01,1095.6071565180478,1167.2238840075752,1082.0009034694433,1134.274644089613
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Global Grand Masters,2016-07-03,2016-07-26,1150.245560957263,1264.7024704768194,1100.4176667961524,1140.9105902074125
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Captains Draft 3.0,2016-01-19,2016-02-17,1197.8427297349435,1372.6943104489362,1185.6296963321995,1262.049604681928
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,The Defense Season 5,2015-09-07,2015-12-06,987.4288655347792,971.6810879563286,1041.624060920447,1072.3013709848083
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,ASUS ROG DreamLeague Season 4,2015-09-29,2015-11-28,980.5817475886256,982.9275577406016,996.6062796770262,935.5075727363555
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,Dota 2 Champions League Season 6,2015-09-20,2015-11-12,978.0798130034956,962.3363110038883,1171.71159215548,1250.8442534097235
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,World Cyber Arena 2015 - European Pro Qualifiers,2015-09-21,2015-09-24,978.2301228571856,962.5945762998616,978.6748964634779,963.3587949072917
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,RoG Play It Cool Dota 2 Invitational,2015-05-03,2015-05-03,1110.2619604879708,1154.1567684983306,1110.2619604879708,1154.1567684983306
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,NVIDIA Game 24,2014-09-18,2014-09-19,1121.9920106239183,1205.1518483617474,1121.1554939796401,1203.7450928301241
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,DreamHack Bucharest Invitational,2014-04-26,2014-04-27,1110.964521791567,1197.3198203166796,1149.023269249689,1268.3650933626122
Sweden,Henrik Ahnberg,1990-12-19,Alliance,AdmiralBulldog,XMG Captains Draft Invitational,2014-02-18,2014-04-01,1187.463489649275,1245.6580696373946,1114.2190358115568,1108.8276886065648
