country,name,dob,team,player,tour,start,end,startelo32,startelo64,endelo32,endelo64
Russia,Vasily Shishkin,1997-03-13,Team Spirit,AfterLife,SL i-League StarSeries Season 1,2016-01-13,2016-01-17,1150.7320426604222,1242.0483431311936,1028.3400786949007,1046.6060001500714
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,DOTA Summit 7,2017-06-14,2017-06-18,1043.7036837547882,1067.3904753085146,937.3631707448293,872.9576909202713
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,StarLadder i-League Invitational #2,2017-05-18,2017-05-21,1003.011049726094,964.256815409973,1018.9360430976398,1014.0055501586473
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,The Kiev Major 2017,2017-04-24,2017-04-30,1062.5193114002607,1125.6881765014916,1092.2894616995684,1112.538077822088
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,Dota 2 Asia Championships 2017,2017-03-27,2017-04-04,1075.8029190653288,1152.3934038526793,1102.3552867418448,1169.447071497518
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,StarLadder i-League StarSeries Season 3,2017-02-23,2017-02-26,1218.7835378697894,1357.8834477094604,1070.1448882445875,1129.9644354998895
China,Sun Zheng,1991-11-11,LGD Gaming,Agressif,The International 2016,2016-08-02,2016-08-13,1014.0302057380728,1010.80563551461,1024.1125639752836,1015.3075279084987
China,Sun Zheng,1991-11-11,LGD Gaming,Agressif,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1050.1861520172922,1109.1643945217425,1048.8237115878185,1106.2008283072173
China,Sun Zheng,1991-11-11,LGD Gaming,Agressif,The Manila Major 2016,2016-06-03,2016-06-12,1045.9801480549957,1063.8001954251686,1043.21911565904,1059.9690984433466
China,Sun Zheng,1991-11-11,LGD Gaming,Agressif,StarLadder i-League Invitational #1,2016-04-14,2016-04-17,1051.6634967579976,1093.6488703252703,958.3940392282981,922.1956178140632
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,The Shanghai Major 2016,2016-02-25,2016-03-06,1146.0293662598308,1244.0867753307798,948.4258957377596,917.6673331179993
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,World Cyber Arena 2015,2015-12-17,2015-12-20,1131.6137097436715,1179.0236162657689,996.4642782723073,984.0657111513341
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,Frankfurt Major 2015,2015-11-13,2015-11-21,963.7653472319213,951.874013542245,1080.3998991581916,1104.6441976975373
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,Nanyang Dota 2 Championships Season 1,2015-10-26,2015-11-01,958.9877985243402,945.5285892912128,1187.4997973038373,1343.4185817752816
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,MLG World Finals 2015,2015-10-16,2015-10-18,1078.5024433459482,1125.9729317782414,975.9910841691368,924.5379041795024
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,ESL One New York 2015,2015-10-03,2015-10-04,1138.7727346608528,1187.7572469043112,952.2849737778281,936.6260601282034
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,The International 2015,2015-07-27,2015-08-08,990.3446847751013,956.486795747114,1118.7668286621156,1176.781780709724
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,MarsTV Dota 2 League 2015 Spring,2015-06-03,2015-06-07,1048.6466061711965,1044.1156839273058,1235.0935536863885,1312.9632354672126
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,Dota 2 Asia Championships 2015,2015-01-29,2015-02-09,1111.9811465833502,1174.08710331766,933.2396916617143,871.1535648919046
China,Sun Zheng,1991-11-11,CDEC Gaming,Agressif,Dota 2 League Season 5,2015-01-05,2015-01-06,1085.1014061823682,1145.2350432044082,1123.6434173901089,1179.0125943831242
China,Sun Zheng,1991-11-11,LGD.CDEC,Agressif,i-League Season 1,2014-08-11,2014-09-28,,,,
China,Sun Zheng,1991-11-11,LGD.CDEC,Agressif,World E-sport Championships 2014,2014-09-05,2014-09-07,,,,
China,Sun Zheng,1991-11-11,Team VGJ,Agressif,DOTA Summit 7,2017-06-14,2017-06-18,1044.016152803382,1088.489617984581,1256.5776194293278,1429.2650035759643
Malaysia,Tue Soon,1994-06-06,LGD.Forever Young,Ahfu,The International 2017,2017-08-02,2017-08-12,926.522480432939,873.6502984285538,1248.1430598256607,1347.9795342834975
Malaysia,Tue Soon,1994-06-06,LGD.Forever Young,Ahfu,Mars Dota 2 League 2017,2017-07-05,2017-07-09,1190.400671220973,1299.2165666333206,1178.9608092897167,1254.909208521621
Malaysia,Tue Soon,1994-06-06,LGD.Forever Young,Ahfu,EPICENTER 2017,2017-06-04,2017-06-11,1124.6922956202986,1225.4177022742301,1175.3042250778155,1285.5725305928274
Malaysia,Tue Soon,1994-06-06,WarriorsGaming.Unity,Ahfu,ESL One Genting 2017,2017-01-06,2017-01-08,941.2944949371414,912.9083945047328,1110.1205928837578,1154.8139445703634
Malaysia,Tue Soon,1994-06-06,WarriorsGaming.Unity,Ahfu,World Cyber Arena 2016,2016-12-14,2016-12-16,1062.7172649982676,1070.6872845859828,926.6182112951076,890.3725282817684
Malaysia,Tue Soon,1994-06-06,WarriorsGaming.Unity,Ahfu,World Cyber Arena 2016,2016-12-14,2016-12-16,940.635424695976,912.2016045838956,1061.8600914982621,1069.7211827137767
Malaysia,Tue Soon,1994-06-06,WarriorsGaming.Unity,Ahfu,The Boston Major 2016,2016-12-03,2016-12-10,969.7657137374583,977.9186205167827,971.1874441408127,978.9569704314024
Malaysia,Tue Soon,1994-06-06,WarriorsGaming.Unity,Ahfu,Nanyang Dota 2 Championships Season 2,2016-07-06,2016-07-10,1034.1088639409081,996.4147590461666,930.9487793686617,933.2085291423348
Sweden,Joakim Akterhall,1988-05-26,Horde,Akke,World Electronic Sports Games 2016,2017-01-12,2017-01-15,946.9589943949036,938.2975790768387,883.3163954074337,840.6434704246349
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,The International 2016,2016-08-02,2016-08-13,1095.6956485987232,1134.284441717818,1102.4172634887432,1179.1352573777451
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1114.4395128333713,1186.651321258598,1091.6798855283512,1140.2388234829284
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,The Manila Major 2016,2016-06-03,2016-06-12,1070.6216473893471,1089.3865143776395,1113.149301301235,1198.067703490105
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,EPICENTER 2016,2016-05-09,2016-05-15,1098.331075384055,1135.9772965744396,1104.6950896830313,1176.6442584454096
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,StarLadder i-League Invitational #1,2016-04-14,2016-04-17,1159.631529449919,1239.9955056455549,1114.4018041359986,1158.2007314462282
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,The Shanghai Major 2016,2016-02-25,2016-03-06,1175.687653188765,1248.0146279139585,1173.6670173520595,1233.8448150899699
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,SL i-League StarSeries Season 1,2016-01-13,2016-01-17,1098.5120475280542,1194.0919575115324,1200.5841667582358,1377.8586042413035
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,World Cyber Arena 2015,2015-12-17,2015-12-20,1047.8985368673568,1101.1620782514176,1135.1504588211078,1279.6321266402992
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,Frankfurt Major 2015,2015-11-13,2015-11-21,1170.5341412378427,1249.1241785291993,1069.2370827670093,1059.3372561242495
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,Dota Pit League Season 3,2015-01-21,2015-07-12,1058.0366269467772,1125.1531006745668,1000.9903661096556,1005.816375242128
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ESL One Frankfurt 2015,2015-06-20,2015-06-21,1001.1522264884959,1006.7669739055788,1001.1443255068608,1006.7205717987977
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ASUS ROG DreamLeague Season 3,2015-03-28,2015-06-15,1214.7906846331896,1337.503315164368,1035.3362171918432,1049.2404964793006
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,joinDOTA MLG Pro League Season 2,2015-04-20,2015-06-07,1146.3805831414259,1169.026671554599,1073.0040739721583,1093.2451212748254
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,i-League Season 3,2015-04-06,2015-05-23,1211.7322178082122,1284.6549338608534,1137.3341013489405,1158.6194361763282
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,StarLadder StarSeries Season 12,2015-03-09,2015-04-26,1043.3791247717888,1107.583617478517,1133.8907310714392,1187.4529460658118
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,Dota Pit League Season 2,2014-09-25,2014-12-23,1084.2037218423689,1125.6120062662278,1034.32064333004,1072.3354662247646
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,XMG Captains Draft 2.0,2014-10-31,2014-12-21,1118.8412639199923,1216.718579464874,1020.9203817302183,1042.9386793788794
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ASUS ROG DreamLeague Season 2,2014-10-06,2014-11-29,1096.2658208327884,1135.9481393628396,1003.2843640147644,1031.1376952541889
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,StarLadder StarSeries Season 10,2014-08-15,2014-10-26,1092.7129128782578,1136.0848821788431,1084.7281915308465,1157.5697523128945
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ESL One New York 2014,2014-10-09,2014-10-10,1094.2990437116498,1133.1706251023559,1116.6379696819038,1182.453582023626
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,World Cyber Arena 2014,2014-10-02,2014-10-05,1114.8309662865213,1180.3999086505016,1096.9304870295623,1136.8867916484287
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,The International 2014,2014-07-08,2014-07-21,1157.044238768326,1232.2928151319031,1110.115166653189,1161.6280733168182
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,ESL One Frankfurt 2014,2014-06-28,2014-06-29,1189.3127334375356,1282.453737379723,1167.0769343528054,1247.1327297888056
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,Dota 2 Champions League Season 3,2014-04-25,2014-06-25,1051.4740592624157,1038.2607940821324,1165.6121196898891,1231.1123195774596
Sweden,Joakim Akterhall,1988-05-26,Alliance,Akke,HyperX D2L Western Challenge,2014-04-01,2014-06-24,1114.2190358115568,1108.8276886065646,1166.7555865692207,1232.7080317954856
Ukraine,Ilya Korobkin,1997-09-15,Vega Squadron,ALOHADANCE,StarLadder i-League Invitational #2,2017-05-18,2017-05-21,1154.5918082621342,1228.0190499318555,1107.6322690278776,1114.4304150329415
Ukraine,Ilya Korobkin,1997-09-15,F.R.I.E.N.D.S.,ALOHADANCE,SL i-League StarSeries Season 2,2016-07-21,2016-07-24,,,,
Ukraine,Ilya Korobkin,1997-09-15,Virtus.pro,ALOHADANCE,ESL One Frankfurt 2016,2016-06-17,2016-06-19,1129.4842404253427,1184.9136339510708,1108.7470634397814,1147.0411418333665
Ukraine,Ilya Korobkin,1997-09-15,Virtus.pro,ALOHADANCE,EPICENTER 2016,2016-05-09,2016-05-15,1060.5327197146107,1107.7916875151384,1042.0441611938254,1077.4379342593847
Ukraine,Ilya Korobkin,1997-09-15,Virtus.pro,ALOHADANCE,StarLadder i-League Invitational #1,2016-04-14,2016-04-17,1051.859772033333,1104.7315910354714,1070.6437466361256,1138.9450527326665
Ukraine,Ilya Korobkin,1997-09-15,Team Empire,ALOHADANCE,Dota Pit League Season 4,2016-03-19,2016-03-20,1071.7319618615707,1120.5250296529919,1154.9276287712273,1222.8346089825036
Ukraine,Ilya Korobkin,1997-09-15,Team Empire,ALOHADANCE,World Cyber Arena 2015,2015-12-17,2015-12-20,1174.5274262902542,1272.8534896599892,985.5647595712526,973.3839506504933
Ukraine,Ilya Korobkin,1997-09-15,Team Empire,ALOHADANCE,Game Show Global eSports Cup Season 1,2015-11-30,2015-12-06,1064.6922143803968,1134.4818892077894,1166.8438426694659,1306.517408435814
Ukraine,Ilya Korobkin,1997-09-15,Team Empire,ALOHADANCE,The International 2015,2015-07-27,2015-08-08,1152.8448361240567,1217.731020500438,1192.2590339910905,1216.0693260293638
Ukraine,Ilya Korobkin,1997-09-15,Team Empire,ALOHADANCE,Dota Pit League Season 3,2015-01-21,2015-07-12,1036.0752589050467,1055.666312693849,1061.278534050095,1095.5749956132288
