v1,id,player,start,country,name,dob,team,tour,end,ageattour,elo32diff,cumelo,intage,std,mean,normal,quarterattour,intage2,start2,ageattoursq,id_effect
47,4,Dogf1ghts,2017-03-15,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 3 (2017 S1) - Top,2017-04-16,7771,-63.117359,276.98309,21,61.992569,246.18059,.4968743,21,441,15mar2017,60388440,151.67989
42,4,Dogf1ghts,2017-03-27,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota 2 Asia Championships 2017,2017-04-04,7783,-11.495211,265.48788,21,61.992569,246.18059,.31144544,21,441,27mar2017,60575088,151.67989
41,4,Dogf1ghts,2017-04-24,China,Gao Tianpeng,1995-12-05,IG Vitality,The Kiev Major 2017,2017-04-30,7811,-49.523994,215.9639,21,61.992569,246.18059,-.48742443,21,441,24apr2017,61011720,151.67989
40,4,Dogf1ghts,2017-05-30,China,Gao Tianpeng,1995-12-05,IG Vitality,ZOTAC Cup Masters,2017-06-03,7847,18.445402,234.4093,21,61.992569,246.18059,-.18988228,21,441,30may2017,61575408,151.67989
39,4,Dogf1ghts,2017-06-15,China,Gao Tianpeng,1995-12-05,IG Vitality,Galaxy Battles,2017-06-18,7863,5.6513863,240.06068,21,61.992569,246.18059,-.098719962,21,441,15jun2017,61826768,151.67989
38,4,Dogf1ghts,2017-08-02,China,Gao Tianpeng,1995-12-05,IG Vitality,The International 2017,2017-08-12,7911,-16.887472,223.17322,21,61.992569,246.18059,-.37113121,21,441,02aug2017,62583920,151.67989
46,4,Dogf1ghts,2017-09-30,China,Gao Tianpeng,1995-12-05,IG Vitality,Dota2 Professional League Season 4 (2017 S2)- Top,2017-11-12,7970,-3.8176548,219.35556,21,61.992569,246.18059,-.43271366,21,441,30sep2017,63520900,151.67989
67,5,Abed,2016-04-29,Philippines,Abed Azel,2000-08-02,Execration,World Cyber Arena 2016 SEA Qualifiers,2016-05-21,5749,119.69701,119.69701,15,44.631439,62.181095,1.2886863,15,225,29apr2016,33051000,241.32607
62,5,Abed,2016-08-02,Philippines,Abed Azel,2000-08-02,Execration,The International 2016,2016-08-13,5844,-42.842823,76.854187,16,44.631439,62.181095,.32876146,16,256,02aug2016,34152336,241.32607
66,5,Abed,2016-09-09,Philippines,Abed Azel,2000-08-02,Execration,MPGL Southeast Asian Championship,2016-09-11,5882,66.515572,143.36977,16,44.631439,62.181095,1.8190916,16,256,09sep2016,34597924,241.32607
65,5,Abed,2016-09-20,Philippines,Abed Azel,2000-08-02,Execration,Shanghai Dota 2 Open #2,2016-10-08,5893,-70.052628,73.317131,16,44.631439,62.181095,.24951109,16,256,20sep2016,34727448,241.32607
64,5,Abed,2016-11-10,Philippines,Abed Azel,2000-08-02,Execration,ROG MASTERS 2016,2016-11-13,5944,.77461964,74.091751,16,44.631439,62.181095,.26686701,16,256,10nov2016,35331136,241.32607
61,5,Abed,2017-04-24,Philippines,Abed Azel,2000-08-02,Digital Chaos,The Kiev Major 2017,2017-04-30,6109,-24.955999,49.135754,16,44.631439,62.181095,-.29229042,16,256,24apr2017,37319880,241.32607
60,5,Abed,2017-05-30,Philippines,Abed Azel,2000-08-02,Digital Chaos,ZOTAC Cup Masters,2017-06-03,6145,-2.8659556,46.269798,16,44.631439,62.181095,-.35650426,16,256,30may2017,37761024,241.32607
59,5,Abed,2017-06-14,Philippines,Abed Azel,2000-08-02,Digital Chaos,DOTA Summit 7,2017-06-18,6160,4.3296962,50.599495,16,44.631439,62.181095,-.25949425,16,256,14jun2017,37945600,241.32607
58,5,Abed,2017-08-02,Philippines,Abed Azel,2000-08-02,Digital Chaos,The International 2017,2017-08-12,6209,-54.624474,-4.0249796,17,44.631439,62.181095,-1.4833955,17,289,02aug2017,38551680,241.32607
57,5,Abed,2017-12-01,Philippines,Abed Azel,2000-08-02,Fnatic,DreamLeague Season 8,2017-12-03,6330,-1.5764285,-5.601408,17,44.631439,62.181095,-1.5187166,17,289,01dec2017,40068900,241.32607
63,5,Abed,2017-12-13,Philippines,Abed Azel,2000-08-02,Fnatic,DOTA Summit 8,2017-12-17,6342,65.884941,60.283531,17,44.631439,62.181095,-.042516321,17,289,13dec2017,40220964,241.32607
71,6,Accel,2015-11-13,Peru,Christian Cruz,1995-10-20,Team Unknown,Frankfurt Major 2015,2015-11-21,7329,2.1243162,2.1243162,20,39.814426,-27.344608,.74015701,20,400,13nov2015,53714240,-142.87033
75,6,Accel,2016-10-21,Peru,Christian Cruz,1995-10-20,Infamous,World Electronic Sports Games 2016 Americas Finals,2016-10-23,7672,14.831419,16.955734,21,39.814426,-27.344608,1.1126707,21,441,21oct2016,58859584,-142.87033
70,6,Accel,2017-06-15,Peru,Christian Cruz,1995-10-20,Infamous,Galaxy Battles,2017-06-18,7909,-11.729739,5.225996,21,39.814426,-27.344608,.8180604,21,441,15jun2017,62552280,-142.87033
74,6,Accel,2017-07-07,Peru,Christian Cruz,1995-10-20,Infamous,The Final Match Season 1,2017-07-09,7931,-2.032316,3.19368,21,39.814426,-27.344608,.7670157,21,441,07jul2017,62900760,-142.87033
69,6,Accel,2017-08-02,Peru,Christian Cruz,1995-10-20,Infamous,The International 2017,2017-08-12,7957,-74.928177,-71.734497,21,39.814426,-27.344608,-1.1149198,21,441,02aug2017,63313848,-142.87033
73,6,Accel,2017-10-19,Peru,Christian Cruz,1995-10-20,Infamous,PGL Open Bucharest,2017-10-22,8035,-1.5888467,-73.323341,22,39.814426,-27.344608,-1.154826,22,484,19oct2017,64561224,-142.87033
68,6,Accel,2017-12-01,Peru,Christian Cruz,1995-10-20,Infamous,DreamLeague Season 8,2017-12-03,8078,-.79065078,-74.113998,22,39.814426,-27.344608,-1.1746845,22,484,01dec2017,65254084,-142.87033
72,6,Accel,2017-12-08,Peru,Christian Cruz,1995-10-20,Infamous,MDL Macau,2017-12-10,8085,47.02924,-27.084757,22,39.814426,-27.344608,.0065265731,22,484,08dec2017,65367224,-142.87033
82,7,Ace,2013-02-11,Denmark,Marcus Hoelgaard,1994-01-19,3DMAX,StarLadder StarSeries Season 5,2013-04-07,6963,-30.775259,-30.775259,19,72.114372,-136.73703,1.4693571,19,361,11feb2013,48483368,-258.24997
81,7,Ace,2013-11-25,Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,StarLadder StarSeries Season 8,2014-01-19,7250,-7.282547,-38.057808,19,72.114372,-136.73703,1.3683711,19,361,25nov2013,52562500,-258.24997
86,7,Ace,2013-12-04,Denmark,Marcus Hoelgaard,1994-01-19,Mousesports,Netolic Pro League #4 West,2013-12-12,7259,-22.447599,-60.505405,19,72.114372,-136.73703,1.0570933,19,361,04dec2013,52693080,-258.24997
79,7,Ace,2014-10-06,Denmark,Marcus Hoelgaard,1994-01-19,Fnatic.EU,ASUS ROG DreamLeague Season 2,2014-11-29,7565,-33.018948,-186.50581,20,72.114372,-136.73703,-.69013685,20,400,06oct2014,57229224,-258.24997
78,7,Ace,2017-05-30,Denmark,Marcus Hoelgaard,1994-01-19,Danish Bears,ZOTAC Cup Masters,2017-06-03,8532,.32244599,-186.18336,23,72.114372,-136.73703,-.68566555,23,529,30may2017,72795024,-258.24997
85,7,Ace,2017-10-12,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,StarLadder i-League Invitational Season 3,2017-10-15,8667,-18.995426,-205.17879,23,72.114372,-136.73703,-.94907248,23,529,12oct2017,75116888,-258.24997
84,7,Ace,2017-10-19,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,PGL Open Bucharest,2017-10-22,8674,-8.8556576,-214.03445,23,72.114372,-136.73703,-1.0718726,23,529,19oct2017,75238272,-258.24997
77,7,Ace,2017-10-26,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,ESL One Hamburg 2017,2017-10-29,8681,15.137962,-198.89648,23,72.114372,-136.73703,-.8619566,23,529,26oct2017,75359760,-258.24997
76,7,Ace,2017-12-01,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,DreamLeague Season 8,2017-12-03,8717,85.715286,-113.18121,23,72.114372,-136.73703,.32664534,23,529,01dec2017,75986088,-258.24997
83,7,Ace,2018-01-04,Denmark,Marcus Hoelgaard,1994-01-19,Team Secret,Captains Draft 4.0,2018-01-07,8751,28.898298,-84.282906,23,72.114372,-136.73703,.72737408,23,529,04jan2018,76580000,-258.24997
129,8,AdmiralBulldog,2013-02-10,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The Premier League Season 4,2013-04-28,8089,199.54765,199.54765,22,315.82224,-393.41885,1.8775324,22,484,10feb2013,65431920,-582.15857
143,8,AdmiralBulldog,2013-03-14,Sweden,Henrik Ahnberg,1990-12-19,Alliance,DreamHack Dota 2 Invitational,2013-04-18,8121,-79.622787,119.92487,22,315.82224,-393.41885,1.6254197,22,484,14mar2013,65950640,-582.15857
128,8,AdmiralBulldog,2013-03-16,Sweden,Henrik Ahnberg,1990-12-19,Alliance,G-1 Champions League Season 5,2013-05-26,8123,25.509262,145.43414,22,315.82224,-393.41885,1.7061907,22,484,16mar2013,65983128,-582.15857
130,8,AdmiralBulldog,2013-03-18,Sweden,Henrik Ahnberg,1990-12-19,Alliance,RaidCall EMS One Spring Season,2013-04-21,8125,-94.971405,50.46273,22,315.82224,-393.41885,1.4054791,22,484,18mar2013,66015624,-582.15857
126,8,AdmiralBulldog,2013-05-19,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 6,2013-07-07,8187,34.15028,84.613007,22,315.82224,-393.41885,1.5136105,22,484,19may2013,67026968,-582.15857
123,8,AdmiralBulldog,2013-05-20,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The Premier League Season 5,2013-07-21,8188,-15.66218,4.0306349,22,315.82224,-393.41885,1.2584594,22,484,20may2013,67043344,-582.15857
122,8,AdmiralBulldog,2013-05-21,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The Defense Season 4,2013-07-24,8189,-19.349253,-15.318618,22,315.82224,-393.41885,1.1971931,22,484,21may2013,67059720,-582.15857
127,8,AdmiralBulldog,2013-06-15,Sweden,Henrik Ahnberg,1990-12-19,Alliance,DreamHack Summer 2013,2013-06-17,8214,18.463003,3.1443865,22,315.82224,-393.41885,1.2556533,22,484,15jun2013,67469792,-582.15857
125,8,AdmiralBulldog,2013-06-19,Sweden,Henrik Ahnberg,1990-12-19,Alliance,RaidCall EMS One Summer Season,2013-07-14,8218,-6.8787532,-3.7343667,22,315.82224,-393.41885,1.2338728,22,484,19jun2013,67535520,-582.15857
121,8,AdmiralBulldog,2013-08-02,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The International 2013,2013-08-11,8262,124.92615,121.19178,22,315.82224,-393.41885,1.6294312,22,484,02aug2013,68260640,-582.15857
120,8,AdmiralBulldog,2013-08-31,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 7,2013-10-13,8291,-81.452309,39.739475,22,315.82224,-393.41885,1.3715256,22,484,31aug2013,68740680,-582.15857
116,8,AdmiralBulldog,2013-09-02,Sweden,Henrik Ahnberg,1990-12-19,Alliance,RaidCall EMS One Fall Season,2013-12-08,8293,-91.600456,-51.860985,22,315.82224,-393.41885,1.0814877,22,484,02sep2013,68773848,-582.15857
119,8,AdmiralBulldog,2013-09-11,Sweden,Henrik Ahnberg,1990-12-19,Alliance,WePlay Dota2 League Season 2,2013-11-10,8302,38.236614,-13.62437,22,315.82224,-393.41885,1.2025577,22,484,11sep2013,68923200,-582.15857
114,8,AdmiralBulldog,2013-10-17,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 1,2014-01-15,8338,-39.890602,-53.514973,22,315.82224,-393.41885,1.0762506,22,484,17oct2013,69522240,-582.15857
142,8,AdmiralBulldog,2013-10-21,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Fragbite Masters 2013,2013-12-14,8342,-8.7471466,-62.262119,22,315.82224,-393.41885,1.0485542,22,484,21oct2013,69588960,-582.15857
117,8,AdmiralBulldog,2013-11-04,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ASUS ROG DreamLeague Kick-Off Season,2013-11-30,8356,-110.53865,-172.80077,22,315.82224,-393.41885,.69855142,22,484,04nov2013,69822736,-582.15857
118,8,AdmiralBulldog,2013-11-22,Sweden,Henrik Ahnberg,1990-12-19,Alliance,MLG Championship Columbus,2013-11-24,8374,-47.194698,-219.99547,22,315.82224,-393.41885,.54911703,22,484,22nov2013,70123872,-582.15857
113,8,AdmiralBulldog,2013-11-25,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 8,2014-01-19,8377,-32.650703,-252.64618,22,315.82224,-393.41885,.44573385,22,484,25nov2013,70174128,-582.15857
115,8,AdmiralBulldog,2014-01-07,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 League Season 4,2014-01-08,8420,-32.5476,-285.19379,23,315.82224,-393.41885,.34267715,23,529,07jan2014,70896400,-582.15857
112,8,AdmiralBulldog,2014-02-09,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 2,2014-04-15,8453,-76.834229,-362.02802,23,315.82224,-393.41885,.099393994,23,529,09feb2014,71453208,-582.15857
141,8,AdmiralBulldog,2014-02-18,Sweden,Henrik Ahnberg,1990-12-19,Alliance,XMG Captains Draft Invitational,2014-04-01,8462,-73.244453,-435.27246,23,315.82224,-393.41885,-.13252272,23,529,18feb2014,71605440,-582.15857
109,8,AdmiralBulldog,2014-03-03,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ASUS ROG DreamLeague Season 1,2014-06-16,8475,11.731915,-423.54056,23,315.82224,-393.41885,-.095375501,23,529,03mar2014,71825624,-582.15857
111,8,AdmiralBulldog,2014-03-05,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 9,2014-04-20,8477,-124.68414,-548.22467,23,315.82224,-393.41885,-.49016765,23,529,05mar2014,71859528,-582.15857
110,8,AdmiralBulldog,2014-03-29,Sweden,Henrik Ahnberg,1990-12-19,Alliance,WPC 2014,2014-06-02,8501,-18.779814,-567.00452,23,315.82224,-393.41885,-.54963088,23,529,29mar2014,72267000,-582.15857
108,8,AdmiralBulldog,2014-04-01,Sweden,Henrik Ahnberg,1990-12-19,Alliance,HyperX D2L Western Challenge,2014-06-24,8504,52.536552,-514.46796,23,315.82224,-393.41885,-.38328242,23,529,01apr2014,72318016,-582.15857
107,8,AdmiralBulldog,2014-04-25,Sweden,Henrik Ahnberg,1990-12-19,Alliance,Dota 2 Champions League Season 3,2014-06-25,8528,114.13806,-400.3299,23,315.82224,-393.41885,-.02188273,23,529,25apr2014,72726784,-582.15857
140,8,AdmiralBulldog,2014-04-26,Sweden,Henrik Ahnberg,1990-12-19,Alliance,DreamHack Bucharest Invitational,2014-04-27,8529,38.058746,-362.27115,23,315.82224,-393.41885,.098624133,23,529,26apr2014,72743840,-582.15857
106,8,AdmiralBulldog,2014-06-28,Sweden,Henrik Ahnberg,1990-12-19,Alliance,ESL One Frankfurt 2014,2014-06-29,8592,-22.2358,-384.50693,23,315.82224,-393.41885,.028218076,23,529,28jun2014,73822464,-582.15857
105,8,AdmiralBulldog,2014-07-08,Sweden,Henrik Ahnberg,1990-12-19,Alliance,The International 2014,2014-07-21,8602,-46.929073,-431.436,23,315.82224,-393.41885,-.12037523,23,529,08jul2014,73994400,-582.15857
102,8,AdmiralBulldog,2014-08-15,Sweden,Henrik Ahnberg,1990-12-19,Alliance,StarLadder StarSeries Season 10,2014-10-26,8640,-7.9847212,-439.42075,23,315.82224,-393.41885,-.14565755,23,529,15aug2014,74649600,-582.15857
